^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS4096
!dataset_title = Mutant p53 depletion effect on MDA-468.shp53 breast tumor cell line
!dataset_description = Analysis of MDA-468.shp53 cells cultured under 3D conditions in the presence of DOX.  These cells express a DOX-inducible shRNA targeting endogenous mutant p53. The p53-reduced cells have an invasive, highly disorganized appearance. Results provide insight into role of mutant p53 in breast cancer.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 22265415
!dataset_platform = GPL6244
!dataset_platform_organism = Homo sapiens
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 33297
!dataset_sample_organism = Homo sapiens
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE31812
!dataset_order = none
!dataset_update_date = Jun 07 2012
^SUBSET = GDS4096_1
!subset_dataset_id = GDS4096
!subset_description = doxycycline present
!subset_sample_id = GSM789232,GSM789234,GSM789236
!subset_type = growth protocol
^SUBSET = GDS4096_2
!subset_dataset_id = GDS4096
!subset_description = doxycycline absent
!subset_sample_id = GSM789231,GSM789233,GSM789235
!subset_type = growth protocol
^DATASET = GDS4096
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM789232 = Value for GSM789232: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep1; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789234 = Value for GSM789234: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep2; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789236 = Value for GSM789236: MDA-468.shp53 cells_3D culture, 8 days, +DOX_rep3; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the presence of doxycycline (+DOX)
#GSM789231 = Value for GSM789231: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep1; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
#GSM789233 = Value for GSM789233: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep2; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
#GSM789235 = Value for GSM789235: MDA-468.shp53 cells_3D culture, 8 days, -DOX_rep3; src: MDA-468.shp53 cells grown in 3D culture for 8 days in the absence of doxycycline (-DOX)
!dataset_table_begin
ID_REF	IDENTIFIER	GSM789232	GSM789234	GSM789236	GSM789231	GSM789233	GSM789235
8096897	chr4:112252568-112252674	4.63418	4.59034	4.7108	4.64625	4.46577	4.79956
8096899	C4orf32	8.77605	8.73636	8.60177	8.52302	8.53418	8.52588
8096905	AP1AR	9.13761	9.34449	9.48869	8.70719	8.67102	8.54258
8096917	chr4:113195213-113195306	5.23535	4.7811	4.85966	5.49495	4.83843	4.85323
8096919	ALPK1	8.09351	8.25034	8.23	7.96532	7.88819	7.76904
8096938	LARP7	7.43528	7.72285	7.64336	7.69085	7.80797	7.53675
8096955	chr4:113575852-113575926	6.635	5.94972	6.32068	6.55813	6.44486	6.35908
8096957	chr4:113611605-113611835	5.38968	5.21569	5.25237	5.48426	5.44018	5.4481
8096959	ANK2	5.47655	5.3392	5.34168	5.33135	5.26637	5.30452
8097011	chr4:113748299-113748760	6.62993	6.85715	6.90979	6.40285	6.11397	6.41802
8097013	chr4:114340996-114341291	5.24684	5.40054	5.15049	5.46296	5.60443	5.35104
8097015	chr4:114341479-114341642	5.33716	5.0236	4.97557	5.19436	5.23738	5.10226
8097017	UGT8	8.5259	8.48781	8.45982	9.55163	9.57746	9.38367
8097028	chr4:115720487-115720784	6.34872	6.16807	6.21782	6.12521	6.19298	6.16452
8097030	chr4:117218899-117218969	6.73788	6.60107	6.69895	6.60728	6.56678	7.07657
8097034	chr4:117219935-117220003	3.46463	3.47343	3.49795	3.5776	3.60213	3.60797
8097036	chr4:117760435-117760541	5.61166	5.74524	5.66618	5.64876	5.78904	5.62982
8097038	NDST3	4.84398	4.99001	4.82397	4.86463	5.01571	4.85984
8097056	SNORA24	11.4357	10.2442	10.5328	10.7745	10.3714	9.98686
8097058	chr4:119435150-119476483	6.55322	6.73174	6.37907	6.70102	7.00569	6.79952
8097062	chr4:119527606-119527708	8.18987	7.69361	7.45199	8.69772	7.54282	7.42941
8097064	LOC100134822	null	null	null	null	null	null
8097066	METTL14	8.37702	8.82216	8.78499	8.67692	8.91981	8.79428
8097080	SYNPO2	6.18107	6.3094	6.34618	6.10671	6.20354	6.40326
8097086	MYOZ2	4.16412	4.24188	4.17785	4.14621	4.30959	4.09877
8097096	chr4:120158522-120158690	9.22492	8.76732	9.08397	8.79679	8.94807	8.38928
8097098	USP53	9.3989	9.18398	9.40572	9.44401	9.17439	9.10777
8097116	chr4:120288716-120288862	5.12476	4.55201	4.4704	5.29542	4.42252	4.26905
8097118	AK097701	8.82934	8.70675	8.70477	9.0219	8.93188	8.88023
8097120	chr4:120868285-120868385	3.91095	3.95054	3.99474	4.01129	3.97673	4.00374
8097122	chr4:121263212-121263784	5.65849	5.74884	5.75641	6.07737	5.89151	5.72027
8097124	chr4:121731624-121731724	4.44839	4.47699	4.5491	4.58809	4.54481	4.41661
8097126	PP12613	6.07422	6.14739	6.05156	5.64187	6.17916	6.17249
8097128	EXOSC9	9.53998	9.89809	9.79021	9.77387	9.88331	9.89086
8097146	chr4:122852946-122853021	7.30656	7.18349	6.99023	7.56063	6.85621	7.50597
8097148	KIAA1109	9.61628	9.21951	9.21495	9.78284	9.13802	9.09641
8097236	ADAD1	4.43264	4.45111	4.36214	4.35115	4.56951	4.40685
8097252	BBS12	6.48523	6.27714	6.06544	6.46107	6.92372	6.61845
8097256	FGF2	9.55412	9.47196	9.58104	9.96339	10.2329	10.3286
8097262	SPATA5	8.64357	8.59492	8.47591	9.31802	9.01209	8.9745
8097282	SPRY1	9.11155	9.46606	9.45184	9.43736	9.35644	9.51456
8097285	chr4:125965138-125965693	4.0005	3.98776	3.96097	3.96091	3.99054	4.26138
8097288	FAT4	5.09906	5.23821	5.17744	5.33248	5.15613	5.209
8097305	chr4:126283974-126284082	5.39093	5.43705	5.42374	5.23507	5.281	5.69486
8097307	INTU	5.77797	6.02254	5.86387	5.93635	5.98748	6.00755
8097327	SLC25A31	5.40353	5.28391	5.427	5.29081	5.30147	5.24547
8097335	HSPA4L	8.10145	8.20105	8.22746	8.19778	8.16247	8.04856
8097356	PLK4	8.31509	8.51239	8.67225	8.95952	8.98626	8.84061
8097373	ABHD18	8.94534	9.40518	9.4984	8.82286	8.99809	8.86629
8097388	LARP1B	7.35687	7.579	7.68181	7.0794	7.1748	7.02369
8097415	chr4:129677181-129677282	6.39599	6.34897	6.5049	6.92653	6.58549	6.77912
8097417	JADE1	9.33873	9.17917	9.15523	8.99011	8.9088	8.85061
8097435	C4orf33	6.28653	6.88276	6.82998	6.63724	6.93287	6.90047
8097443	chr4:130824297-130824737	8.39495	8.57918	8.41456	8.31592	8.5609	8.20956
8097445	chr4:132194397-132194503	4.09845	4.01937	4.11706	4.09525	4.1401	4.04333
8097447	chr4:132689295-132689427	7.62654	7.49132	7.56898	7.56433	7.04347	7.20508
8097449	PCDH10	6.62901	6.81326	6.73076	6.52931	6.79788	6.86221
8097457	chr4:134709998-134710456	4.32109	4.34367	4.35568	4.24868	4.43489	4.34367
8097459	chr4:139910383-139910446	5.29208	4.51812	4.73945	4.49435	5.12222	4.84144
8097461	NOCT	7.79051	8.01264	8.0416	7.80415	8.01083	7.92411
8097468	chr4:139976629-139976725	5.73976	5.34707	5.77182	6.11154	5.74225	5.85084
8097470	chr4:140021531-140021812	6.61688	6.63175	6.59981	6.61981	6.57319	6.599
8097472	chr4:140076301-140076597	6.02768	5.99335	5.98336	6.06335	5.83894	5.83658
8097474	chr4:140079043-140079109	3.50555	3.43266	3.49495	3.33703	3.43091	3.34506
8097476	chr4:140106595-140106898	6.85359	6.78839	6.77657	6.31896	6.59788	7.35501
8097478	chr4:140121549-140121665	3.77181	3.85221	3.75309	3.70315	3.84952	3.72767
8097480	NAA15	10.1711	10.3179	10.3699	9.97361	9.9545	9.66698
8097505	chr4:140239532-140239640	3.3634	3.41102	3.36474	3.41356	3.44214	3.40455
8097507	RAB33B	8.95225	9.29449	9.15079	8.81629	8.76506	8.81629
8097513	MGST2	8.03307	7.97544	8.19097	8.22019	8.4467	8.33981
8097521	SCOC	9.23376	9.53454	9.80074	9.10273	9.272	9.42926
8097529	ELMOD2	7.37608	6.94636	7.31973	7.28311	7.5039	7.18606
8097541	chr4:141499079-141499375	5.3418	5.06727	5.18243	5.09512	5.33153	5.14632
8097543	ZNF330	8.85679	9.36403	8.9861	8.57229	8.76092	8.46212
8097553	IL15	5.62357	5.67881	5.77697	5.68385	5.61427	5.51896
8097568	FLJ44477	5.89199	5.85658	5.61375	5.5969	5.6423	6.13973
8097570	USP38	9.53875	9.45315	9.53382	9.1856	9.2195	9.06693
8097586	GAB1	9.29843	9.42164	9.55415	9.3684	9.20013	9.1603
8097600	SMARCA5	10.4879	10.7454	10.8855	10.29	10.4467	10.2783
8097626	GUSBP5	7.99516	7.99319	7.83472	7.9689	7.95022	8.09271
8097628	HHIP	6.11856	6.05729	6.10486	6.06791	6.14926	6.14146
8097645	chr4:145956284-145956618	4.64372	4.74669	4.87694	4.85644	4.99024	4.87436
8097647	ABCE1	10.0464	10.3339	10.4447	9.54729	9.77794	9.4422
8097655	chr4:146296605-146297405	11.1204	11.3714	11.3628	11.3775	11.543	11.3132
8097657	SMAD1	9.6123	9.96772	10.005	9.55678	9.70393	9.68577
8097670	MMAA	7.3613	7.4842	7.42893	7.22592	7.27432	7.29451
8097679	LSM6	7.30448	7.48041	7.49392	7.24492	7.89024	7.3811
8097685	chr4:147501200-147501362	6.5763	6.43498	6.36603	6.39937	6.32633	6.51193
8097687	POU4F2	6.98535	7.08406	6.9311	6.79172	6.90744	7.15341
8097690	L10123	4.11121	4.15183	4.25978	4.23297	4.17725	4.31946
8097692	EDNRA	4.73298	4.79399	4.67737	4.64861	4.68474	4.64572
8097704	TMEM184C	10.8828	11.1619	11.2	10.8676	10.7811	10.7627
8097717	ARHGAP10	7.07018	7.00537	7.0608	7.11882	7.33848	7.08572
8097743	chr4:148730077-148730360	7.4592	7.30153	7.2287	7.57906	7.142	7.19095
8097747	chr4:150769069-150769303	5.95224	6.0147	6.1506	5.96349	5.95392	6.34615
8097749	chr4:150828713-150828826	4.61321	4.43918	4.39223	4.58543	4.4364	4.52156
8097751	chr4:150855528-150855635	3.70185	3.74223	3.76414	3.70098	3.86863	4.02133
8097753	DCLK2	7.56696	7.79527	7.82469	7.10391	7.11008	7.17878
8097773	MAB21L2	6.076	6.05103	6.11552	6.04528	6.17768	6.143
8097780	chr4:151642133-151642630	4.75589	5.06642	4.99892	4.93757	5.11163	4.91271
8097782	RPS3A	9.8925	9.99529	10.1229	9.58162	10.0049	9.88042
8097790	chr4:152023209-152023280	3.99818	3.82044	3.82298	4.16741	3.96657	3.93326
8097792	SNORD73A	7.27255	6.40688	6.8001	7.46502	6.681	5.81824
8097794	PRSS48	4.79363	4.59241	4.57615	4.8424	4.55463	4.56481
8097801	FAM160A1	10.7694	10.6553	10.7656	10.6793	10.3154	10.3602
8097809	chr4:152497918-152498072	7.64839	6.47111	6.44083	7.68758	6.64476	6.49195
8097811	DKFZP434I0714	6.7719	6.83926	6.81859	6.86156	6.88841	6.98948
8097813	ARFIP1	9.24281	9.26509	9.38137	9.21457	9.33669	9.25188
8097827	chr4:153848598-153849362	8.74598	9.10282	8.78091	8.7606	9.04044	8.84174
8097829	FHDC1	8.03264	7.87722	7.86292	8.03409	8.0666	8.01242
8097841	TRIM2	9.08898	9.44149	9.48949	9.53872	9.78762	9.62395
8097857	MND1	6.05222	6.41375	6.4286	6.32913	6.96978	7.10874
8097867	KIAA0922	8.0398	7.81952	7.86133	8.32998	8.17246	8.18454
8097903	TLR2	6.48234	6.62791	6.73332	6.84705	6.93196	7.24708
8097910	FGB	5.35552	5.30647	5.25887	5.26032	5.23073	5.37916
8097920	LRAT	6.86936	6.76036	6.62835	6.42529	6.27981	6.3931
8097928	RBM46	4.7866	4.91909	4.84666	4.69595	4.87351	4.81258
8097934	chr4:155708269-155708434	3.58738	3.72958	3.64481	3.72915	3.74413	3.64951
8097936	chr4:155711526-155711636	8.6503	8.60885	8.39964	8.79873	8.56877	8.67732
8097938	NPY2R	6.64322	6.77508	6.64159	6.64159	6.71277	6.92235
8097945	chr4:156373610-156373677	3.38326	3.33117	3.42201	3.26841	3.4913	3.31397
8097947	chr4:156380785-156380852	6.65713	6.18608	6.3225	6.16402	6.13832	6.62019
8097949	chr4:156382402-156382467	3.98029	4.0438	3.73317	3.82073	4.17934	4.18507
8097951	chr4:156382565-156382630	3.14871	3.1356	3.16308	3.17601	3.21263	3.17278
8097953	chr4:156382641-156382709	3.91624	4.03657	3.86193	3.90267	3.98213	4.13337
8097955	chr4:156383888-156383959	5.55569	5.57469	5.28905	5.47491	5.83162	5.44732
8097957	GUCY1A3	9.41327	9.17236	9.18553	9.27072	9.04213	9.08426
8097973	GUCY1B3	10.2287	10.477	10.6205	9.75481	9.78492	9.83246
8097991	TDO2	4.55981	4.47574	4.66985	4.46855	4.44942	4.58159
8098004	chr4:157985709-157985813	3.57622	3.69171	3.60509	3.63222	3.7353	3.65869
8098006	GLRB	7.4926	7.73989	7.7515	8.13552	8.19489	8.11632
8098021	GRIA2	5.10723	5.20595	5.12555	5.09405	4.92218	5.12864
8098041	TMEM144	7.04651	7.48912	7.5601	7.49636	7.35034	7.37063
8098058	chr4:159316546-159316686	5.21859	5.11558	5.27158	5.35661	5.33342	5.42959
8098060	RXFP1	4.63046	4.52287	4.56602	4.46245	4.23558	4.52503
8098084	ETFDH	8.53319	8.91241	8.74227	8.5824	8.59676	8.35556
8098101	chr4:159621843-159622060	6.08806	5.93034	5.8653	5.87705	5.63118	5.77453
8098103	FNIP2	8.36945	8.47378	8.48346	8.5796	8.29302	8.46541
8098121	RAPGEF2	7.92439	7.91762	7.78996	8.02582	7.76663	7.81884
8098146	NPY5R	6.72161	5.75517	5.71604	7.97883	7.2304	7.11662
8098150	TMA16	8.25253	8.36077	8.33025	8.27211	8.1605	7.90108
8098157	chr4:164853678-164854316	7.12622	7.27494	7.2629	7.32182	7.22655	7.20217
8098159	chr4:165351397-165351497	4.46455	4.42205	4.39673	4.63421	4.45856	4.58725
8098161	chr4:165541884-165541989	3.6364	3.61947	3.69525	3.8214	3.59179	3.76102
8098163	chr4:165708442-165708544	6.07271	5.79382	5.52449	6.73821	5.4166	5.89859
8098165	chr4:165864432-165865191	8.10747	8.24288	8.33393	8.10802	8.13894	8.14383
8098167	FAM218A	7.11656	6.95145	6.80683	6.97235	6.8756	6.91056
8098170	TRIM60	6.03017	5.9659	6.06603	5.97557	5.89083	6.24371
8098175	chr4:165980261-165981706	6.23867	6.308	6.24246	6.15364	6.10633	6.27559
8098177	KLHL2	8.20271	8.34171	8.27913	8.17315	8.1786	7.86412
8098193	chr4:166173732-166173877	6.14323	5.3403	5.18602	6.46312	5.59799	5.30063
8098195	MSMO1	11.3148	11.4951	11.7055	12.2193	11.7948	11.9378
8098204	CPE	7.68874	8.0582	7.98569	7.55518	7.75321	7.67138
8098214	TLL1	5.39861	5.56707	5.53921	5.30139	5.43265	5.68176
8098240	chr4:167063725-167063863	8.42419	8.33328	8.42333	8.04456	8.42689	8.0448
8098242	chr4:167064323-167064663	5.77624	5.59405	5.8497	5.9325	5.77756	5.72054
8098244	chr4:168584136-168584272	8.58247	8.61573	8.346	8.5706	8.61608	8.61813
8098246	ANXA10	5.21313	5.18976	5.16358	5.16317	5.01702	5.45216
8098259	chr4:169231843-169231943	4.22643	4.09629	4.1666	4.12169	4.0556	4.26481
8098261	chr4:169392560-169392690	4.46291	4.51562	4.48783	4.43994	4.38685	4.41995
8098263	PALLD	8.09561	8.28977	8.33082	9.09113	9.48269	9.23343
8098287	chr4:169806508-169806612	4.05636	4.02119	4.07826	5.30054	4.18934	4.26366
8098289	chr4:169926400-169926493	5.48564	4.77198	5.20273	5.23632	5.40982	5.18897
8098291	CLCN3	9.82592	9.9333	9.72743	9.49268	9.40779	9.19291
8098307	GALNTL6	5.85366	6.01968	5.8734	5.69597	5.82573	5.95639
8098326	chr4:174062801-174063076	9.05771	8.22262	8.41839	8.3975	8.64362	8.42718
8098328	GALNT7	10.029	9.8544	9.94042	10.3489	10.4297	10.3573
8098342	SAP30	9.56002	9.6085	9.46378	9.45313	9.49031	9.56399
8098344	chr4:174457998-174460620	5.55852	5.78856	5.75224	5.5794	5.71502	5.80434
8098348	CEP44	6.73105	6.81957	6.84609	6.41438	6.45023	6.36033
8098368	ADAM29	5.04283	4.96454	5.04456	5.13224	5.04252	5.35465
8098379	WDR17	3.99223	3.94932	3.9591	3.79175	3.76668	3.89455
8098412	chr4:177019314-177019436	4.46765	4.32361	4.4008	4.4822	4.43753	4.39256
8098414	SPCS3	9.89287	10.2481	10.0506	10.1453	10.2301	10.1214
8098421	chr4:178102588-178102791	8.65461	8.75185	8.61641	8.68529	8.39862	8.53353
8098423	NEIL3	8.19181	8.68134	8.564	9.00724	8.84105	8.9564
8098437	chr4:179327849-179327964	4.12403	4.24438	4.26446	4.27425	4.26267	4.21744
8098439	EPCAM	12.449	12.3882	12.4241	12.5114	12.437	12.3057
8098441	TENM3	6.16325	6.15849	6.22119	6.23318	6.0517	6.29018
8098463	chr4:183469812-183469985	4.32332	4.31231	4.21281	4.29092	4.1798	4.18255
8098465	FAM92A1P2	4.48763	4.48481	4.4181	4.64664	4.41636	4.53427
8098470	WWC2	5.52998	5.55866	5.62808	5.45633	5.38017	5.54804
8098496	chr4:184250451-184250554	5.16209	4.90479	4.96559	5.7189	5.01588	4.9336
8098498	chr4:184302676-184302858	5.61532	5.71465	5.58044	5.44276	5.45147	5.82083
8098500	CDKN2AIP	8.61869	9.16546	8.98691	8.42786	8.65998	8.65212
8098506	chr4:184404643-184405338	5.33613	5.84885	5.45713	5.38285	5.5366	5.50777
8098508	ING2	7.81526	8.17938	8.1419	7.60558	7.91242	7.84407
8098512	TRAPPC11	8.45135	8.62258	8.61314	8.43882	8.12557	8.01438
8098547	chr4:184627084-184627184	6.51244	6.37987	6.30504	7.08285	6.4541	6.44736
8098549	STOX2	8.20808	8.07564	8.10935	8.26055	8.20308	8.10154
8098554	chr4:185200089-185200386	3.95374	3.86018	3.80132	3.9547	4.07243	3.98998
8098556	PRIMPOL	7.21304	7.66504	7.69407	6.9805	7.10701	6.68898
8098571	HELT	7.32089	7.23797	7.2799	7.03765	7.18762	7.37708
8098576	SLC25A4	9.84256	9.99378	9.98942	9.89967	10.1462	10.1119
8098581	SNX25	8.60177	8.6786	8.67501	8.5976	8.34031	8.27597
8098604	ANKRD37	7.14021	7.14089	6.92408	7.19213	7.27458	7.08953
8098611	TLR3	6.41305	6.47565	6.52805	6.71414	6.7671	6.72461
8098620	FAM149A	5.32356	5.51858	5.47303	5.32728	5.41358	5.4903
8098637	CYP4V2	7.58482	7.51486	7.53003	7.53	7.63958	7.69403
8098654	KLKB1	4.75264	4.92897	4.76262	4.85848	4.75686	5.03814
8098671	F11	6.08444	6.1628	6.06802	6.09152	5.95926	6.1363
8098688	chr4:187422263-187422365	5.39282	5.6127	5.17435	5.15921	5.44215	5.62987
8098690	ZFP42	9.88297	9.87086	9.78277	10.0335	10.1033	10.0084
8098697	TRIML1	5.2641	5.21345	5.18383	5.22363	5.34761	5.36004
8098705	MTRF1L	null	null	null	null	null	null
8098707	HSP90AA4P	7.04441	7.22612	7.29846	7.0608	7.32998	7.25405
8098712	chr4:190814875-190815073	7.44898	7.41554	7.36445	7.166	7.49468	7.2752
8098714	FRG1	6.95657	7.20323	7.00614	6.88327	6.97939	6.66991
8098721	chr4:190936293-190936410	8.60505	8.32911	8.27634	8.49035	8.44213	9.0293
8098723	chr4:190938851-190938969	7.61355	7.49876	7.3374	7.46576	7.61599	7.6098
8098725	DUX4	null	null	null	null	null	null
8098730	DUX4	null	null	null	null	null	null
8098732	DBET	7.64663	7.19554	7.59284	7.72971	7.24683	7.71157
8098740	DBET	8.85395	8.84919	8.69322	8.60321	8.74847	8.96143
8098743	DUX4	9.55501	9.07962	9.29894	9.14351	9.36825	9.4711
8098745	ZNF732	7.40724	7.41655	7.44665	7.94383	7.64391	7.37065
8098752	ABCA11P	5.73974	5.86382	5.58672	5.54878	5.54306	5.45926
8098758	ZNF721	9.0957	8.7584	9.03553	9.0773	8.95997	8.68154
8098762	ATP5I	9.49024	9.35911	9.45179	9.21572	9.58983	9.51277
8098769	MFSD7	8.27707	8.13736	8.08356	8.21444	8.313	8.37594
8098782	CPLX1	7.12133	7.26936	7.24327	7.02176	7.04909	7.37607
8098789	GAK	9.7915	9.65851	9.6733	9.6082	9.47475	9.43337
8098822	DGKQ	8.52378	8.52196	8.35576	8.34652	8.38003	8.36631
8098848	SLC26A1	7.73615	7.86256	7.64698	7.71024	7.68453	7.86973
8098856	RNF212	7.4521	7.24974	7.27907	7.43624	7.20267	7.35277
8098870	SPON2	7.59521	7.63473	7.5995	7.5034	7.46991	7.64238
8098877	LOC100130872	7.80193	7.71347	7.73063	7.85816	7.76557	7.8462
8098880	CTBP1	10.8784	10.7158	10.6396	10.7288	10.8057	10.5947
8098895	FAM53A	8.10742	7.87471	7.81224	7.98025	7.89536	7.99432
8098902	chr4:1685149-1685256	6.16653	5.79683	5.8748	6.49617	5.80358	5.86977
8098904	SLBP	10.1845	10.2647	10.406	10.176	10.3959	10.3994
8098916	TMEM129	9.4197	8.95222	8.96846	9.22723	9.11203	9.02692
8098924	LETM1	9.38406	9.17688	9.12047	9.21061	9.13351	9.01865
8098938	chr4:1870787-1871064	4.90069	4.89835	4.99753	4.92127	5.14474	4.99494
8098940	AF161361	5.90557	5.98877	5.69586	5.90203	6.04499	6.11622
8098942	NELFA	9.55264	9.73142	9.60968	9.39899	9.56816	9.73031
8098958	POLN	6.25099	5.97102	6.12467	6.33286	6.20829	6.32958
8098985	HAUS3	7.30988	7.24476	7.54943	7.01073	7.11833	7.07558
8098995	MXD4	8.02315	7.94431	7.9972	8.05028	8.1629	8.39368
8099008	ZFYVE28	6.74424	6.95731	6.74093	6.63252	6.80261	7.12501
8099025	chr4:2317924-2318232	4.5047	4.52346	4.44656	4.29191	4.70529	4.61804
8099027	chr4:2616853-2616951	3.86957	3.72243	3.8372	3.98198	3.93419	3.96891
8099029	TNIP2	8.52923	8.69478	8.65291	8.10734	8.65252	8.41166
8099037	MFSD10	10.2529	10.0625	10.1245	10.3149	10.2806	10.3263
8099051	NOP14	9.82506	9.97156	9.88935	9.39101	9.74814	9.54014
8099073	LRPAP1	11.0609	11.1554	10.8924	11.2132	11.2347	11.3073
8099082	chr4:3903896-3904162	9.22738	9.24113	9.20655	9.8104	9.37388	9.5544
8099084	FAM86EP	9.76872	9.83789	9.68531	9.5122	9.76894	9.663
8099091	chr4:4176739-4176999	9.3426	9.19171	9.20864	9.49525	9.23664	9.59276
8099093	OTOP1	7.38357	7.31309	7.27321	7.39397	7.31516	7.30029
8099099	TMEM128	8.1623	8.41712	8.17079	7.97873	8.09902	7.83878
8099107	LYAR	8.28135	8.88651	8.68917	7.6946	8.05275	7.80541
8099121	STX18	9.85771	9.83317	9.83129	9.62219	9.54836	9.5982
8099130	chr4:4922480-4922791	6.21582	6.15974	6.21105	6.10762	5.97233	6.09168
8099132	CYTL1	7.55816	7.61513	7.44213	7.50488	7.52315	7.74922
8099140	chr4:5428612-5428711	4.26019	4.35615	4.30173	4.28648	4.44159	4.23337
8099142	chr4:5460277-5460608	5.47798	5.50288	5.59765	5.45824	5.44162	5.62949
8099144	EVC2	5.18362	5.39756	5.08466	5.02504	5.14544	5.13707
8099172	CRMP1	7.54404	7.54235	7.56567	7.51532	7.63732	7.69422
8099193	C4orf50	6.62542	7.01384	6.62718	6.69574	6.86252	7.15327
8099200	JAKMIP1	6.86461	6.94365	6.89627	6.69774	6.64634	7.04018
8099218	PPP2R2C	6.75706	6.78789	6.59798	6.55877	6.55159	7.01333
8099233	LOC100133131	7.45806	7.55119	7.32526	7.63518	7.18296	7.47074
8099235	MRFAP1L1	9.20087	9.45515	9.0639	8.9761	9.3408	9.24101
8099240	chr4:6872264-6872553	6.93327	6.64142	7.40933	6.99458	6.66996	7.0355
8099242	CCDC96	6.3859	6.68019	6.59673	6.49865	6.84289	6.7081
8099246	GRPEL1	9.89052	10.4986	10.0071	9.65143	9.84734	9.84488
8099253	chr4:7113815-7114126	7.50525	7.21431	7.33458	7.57094	7.3424	7.57453
8099255	PSAPL1	6.94181	7.02146	6.82945	6.85176	6.98153	7.07042
8099259	AFAP1	8.80879	9.05805	8.838	8.71001	8.57694	8.60494
8099279	ABLIM2	8.47099	8.83347	8.65391	8.19186	8.04089	8.27008
8099302	MIR95	3.66679	3.73144	3.87912	3.72771	3.66248	3.72026
8099304	ACOX3	8.3348	8.3565	8.14795	8.62444	8.72577	8.68975
8099324	chr4:9794396-9794485	5.77695	5.11146	5.34153	5.40056	5.32652	5.48839
8099326	SLC2A9	7.82458	7.71145	7.70078	7.55327	7.31981	7.393
8099340	WDR1	11.1038	11.0838	11.1781	11.2046	11.471	11.317
8099362	chr4:10117419-10117508	8.03487	7.57079	7.55316	8.23211	7.84622	8.08609
8099364	ZNF518B	9.361	9.28308	9.36551	9.11873	8.99909	8.91669
8099368	CLNK	5.42705	5.39103	5.23244	5.41655	5.31531	5.47628
8099388	HS3ST1	7.72568	7.6966	7.57584	7.4981	7.52389	7.62592
8099393	chr4:11415673-11415784	6.37137	6.42973	6.32406	6.35174	6.14302	6.54482
8099395	RAB28	8.43115	8.93034	8.91537	8.45979	8.24622	8.04235
8099406	NKX3-2	7.7169	7.78625	7.7085	7.61085	7.79138	8.07726
8099410	BOD1L1	9.21282	9.01678	9.14226	9.07802	8.93141	8.81209
8099438	LINC00504	6.62185	6.76783	6.77782	6.58637	6.66585	6.56183
8099447	chr4:15095394-15095718	7.42126	7.01345	7.47485	7.33896	7.45759	7.2985
8099449	FBXL5	9.85122	9.99072	10.1413	9.91135	9.85608	9.906
8099467	FGFBP1	9.81567	8.41214	8.36535	11.5469	11.2247	10.9068
8099471	FGFBP2	5.34672	5.16651	4.82427	5.70023	5.49846	5.62957
8099476	PROM1	11.2235	10.5133	10.5056	11.6417	11.1366	11.102
8099504	chr4:16010299-16010410	6.27325	5.03945	4.9642	7.01342	5.71709	5.21128
8099506	TAPT1	8.54463	8.5464	8.46389	8.76512	8.36478	8.43669
8099524	LDB2	6.7488	6.79471	6.86609	6.57609	6.66545	6.95043
8099537	AK023947	6.92117	6.8713	6.72403	6.98557	6.80902	7.05632
8099539	chr4:17322369-17322505	4.92555	5.14163	5.09952	4.85425	4.66307	4.90055
8099541	QDPR	7.0141	7.24569	7.15943	7.11259	7.66413	7.34733
8099551	FAM184B	7.52742	7.666	7.50905	7.55469	7.53497	7.67524
8099570	DCAF16	9.37506	9.53531	9.5318	9.14261	9.16671	9.13763
8099581	LCORL	8.25335	8.43211	8.57332	8.39913	8.45147	8.18634
8099589	chr4:18576746-18576848	4.13202	3.99125	3.78737	3.88939	4.49576	3.93913
8099591	chr4:19183404-19183492	5.00662	4.98787	4.79345	5.05789	4.91751	5.20807
8099593	KCNIP4	5.01818	5.09327	5.17441	4.80607	4.98815	5.1744
8099612	ADGRA3	9.02156	8.85568	8.78286	8.72627	8.45086	8.02229
